train_loss_step,train_is_next_axx_step,train_altered_acc_step,epoch,step,train_loss_epoch,train_is_next_axx_epoch,train_altered_acc_epoch
1.310142993927002,68.75,51.55029296875,0,49,,,
,,,0,81,1.4469318389892578,50.775508880615234,52.04958724975586
1.4270483255386353,60.000003814697266,53.554691314697266,1,99,,,
1.476879358291626,33.333335876464844,54.335941314697266,1,149,,,
,,,1,163,1.4921079874038696,48.979591369628906,53.756378173828125
1.4939374923706055,40.000003814697266,56.380210876464844,2,199,,,
,,,2,245,1.4052469730377197,53.06122589111328,56.03013229370117
1.3531500101089478,53.333335876464844,57.91667175292969,3,249,,,
1.28054940700531,69.23077392578125,61.43329620361328,3,299,,,
,,,3,327,1.4111565351486206,48.81632614135742,61.96316909790039
1.3388395309448242,57.142860412597656,70.00558471679688,4,349,,,
1.327605962753296,42.857147216796875,76.8136215209961,4,399,,,
,,,4,409,1.3479180335998535,48.979591369628906,69.74139404296875
1.24082350730896,20.000001907348633,79.08854675292969,5,449,,,
,,,5,491,1.2481718063354492,52.48979568481445,77.86351776123047
1.1502830982208252,56.25,84.33837890625,6,499,,,
0.8398879766464233,80.00000762939453,85.54688262939453,6,549,,,
,,,6,573,1.094248652458191,50.448978424072266,85.19754791259766
0.8986362218856812,62.5,88.43994140625,7,599,,,
1.1185801029205322,56.25,89.27001953125,7,649,,,
,,,7,655,1.0693145990371704,49.14285659790039,88.78204345703125
0.9593946933746338,60.000003814697266,90.26042175292969,8,699,,,
,,,8,737,1.0888665914535522,49.306121826171875,89.23963928222656
0.8950239419937134,76.92308044433594,90.68509674072266,9,749,,,
0.9536398649215698,60.000003814697266,91.61458587646484,9,799,,,
,,,9,819,0.9927667379379272,51.67346954345703,90.99442291259766
0.8955614566802979,60.000003814697266,93.77604675292969,10,849,,,
0.9315638542175293,40.000003814697266,93.85417175292969,10,899,,,
,,,10,901,0.9366000890731812,51.1020393371582,93.5546875
0.9833725690841675,33.333335876464844,94.8828125,11,949,,,
,,,11,983,0.9202112555503845,50.693878173828125,94.38711547851562
0.9291320443153381,64.28572082519531,94.01507568359375,12,999,,,
1.0523735284805298,40.000003814697266,93.80208587646484,12,1049,,,
,,,12,1065,0.9455456733703613,50.1224479675293,93.65560913085938
0.8127454519271851,66.66667175292969,95.02604675292969,13,1099,,,
,,,13,1147,0.8882681131362915,51.67346954345703,95.2999038696289
0.9187514781951904,53.84615707397461,96.46935272216797,14,1149,,,
0.8408603072166443,56.25,96.38671875,14,1199,,,
,,,14,1229,0.8804697394371033,49.551021575927734,95.80707550048828
0.8092843294143677,66.66667175292969,95.40365600585938,15,1249,,,
0.7435555458068848,57.142860412597656,97.0284652709961,15,1299,,,
,,,15,1311,0.8641628623008728,48.8979606628418,96.34661865234375
0.8611115217208862,46.66667175292969,96.4453125,16,1349,,,
,,,16,1393,0.928686797618866,49.71428680419922,96.57079315185547
0.7840228080749512,62.5,96.0693359375,17,1399,,,
1.0073752403259277,31.25,97.705078125,17,1449,,,
,,,17,1475,0.8497123122215271,48.57143020629883,96.84964752197266
0.6475637555122375,93.33334350585938,97.05729675292969,18,1499,,,
0.759924054145813,53.333335876464844,97.6953125,18,1549,,,
,,,18,1557,0.8422775864601135,49.95918273925781,97.16167449951172
0.7851706743240356,68.75,97.25341796875,19,1599,,,
,,,19,1639,0.8467668890953064,50.28571319580078,97.27886199951172
0.8118141293525696,50.0,97.72601318359375,20,1649,,,
0.8503836393356323,60.000003814697266,98.0859375,20,1699,,,
,,,20,1721,0.8156912326812744,50.04081726074219,97.50111389160156
0.831454336643219,66.66667175292969,96.47135925292969,21,1749,,,
0.8866739273071289,35.71428680419922,97.23773193359375,21,1799,,,
,,,21,1803,0.8701702952384949,48.081634521484375,97.41549682617188
0.9166138172149658,31.25,98.046875,22,1849,,,
,,,22,1885,0.8357458710670471,51.18367385864258,97.68367004394531
0.7773548364639282,37.5,97.8271484375,23,1899,,,
0.6622269749641418,56.25,98.01025390625,23,1949,,,
,,,23,1967,0.8028808832168579,51.34693908691406,97.90481567382812
0.848927915096283,31.25,97.802734375,24,1999,,,
0.832610011100769,37.5,98.7060546875,24,2049,,,
,,,24,2049,0.8310973644256592,48.979591369628906,98.02503204345703
0.6898756623268127,60.000003814697266,98.45052337646484,25,2099,,,
,,,25,2131,0.8305564522743225,48.32653045654297,98.07573699951172
0.9181538224220276,33.333335876464844,98.48958587646484,26,2149,,,
0.8047667741775513,50.0,97.98583984375,26,2199,,,
,,,26,2213,0.8177076578140259,48.65306091308594,98.23198699951172
0.7453329563140869,50.0,98.6572265625,27,2249,,,
,,,27,2295,0.8146892189979553,48.65306091308594,98.27790069580078
0.7906225323677063,42.857147216796875,98.28404235839844,28,2299,,,
0.7443701028823853,56.25,98.5107421875,28,2349,,,
,,,28,2377,0.8041808605194092,50.448978424072266,98.37611389160156
0.7322041988372803,56.25,98.54736328125,29,2399,,,
0.747002899646759,42.857147216796875,98.40960693359375,29,2449,,,
,,,29,2459,0.8023288249969482,46.85714340209961,98.46285247802734
0.907358705997467,40.000003814697266,98.02084350585938,30,2499,,,
,,,30,2541,0.8033494353294373,51.42856979370117,98.46891021728516
0.9155846834182739,31.25,98.4130859375,31,2549,,,
0.702987015247345,60.000003814697266,99.14063262939453,31,2599,,,
,,,31,2623,0.8410630822181702,48.979591369628906,98.55532836914062
0.7875423431396484,43.75,98.1689453125,32,2649,,,
0.803105890750885,50.0,98.88916015625,32,2699,,,
,,,32,2705,0.789603054523468,50.28571319580078,98.70280456542969
0.8387616872787476,42.857147216796875,98.61886596679688,33,2749,,,
,,,33,2787,0.786602258682251,50.775508880615234,98.65784454345703
0.8467943668365479,43.75,98.876953125,34,2799,,,
0.7425339221954346,61.11111068725586,97.9709243774414,34,2849,,,
,,,34,2869,0.7866065502166748,49.06122589111328,98.75733184814453
0.8579355478286743,56.25,98.91357421875,35,2899,,,
1.0995829105377197,31.25,98.01025390625,35,2949,,,
,,,35,2951,0.8260861039161682,51.26530456542969,98.76976776123047
0.8683236837387085,46.66667175292969,98.7890625,36,2999,,,
,,,36,3033,0.7882376313209534,51.020408630371094,98.81106567382812
0.8368426561355591,37.5,98.40087890625,37,3049,,,
0.8074110746383667,26.666667938232422,98.97135925292969,37,3099,,,
,,,37,3115,0.7790578007698059,52.408164978027344,98.91262817382812
0.6022272706031799,71.42857360839844,98.9815902709961,38,3149,,,
,,,38,3197,0.7775641083717346,51.1020393371582,98.9191665649414
0.9205769896507263,37.5,98.93798828125,39,3199,,,
0.7520753741264343,60.000003814697266,98.90625762939453,39,3249,,,
,,,39,3279,0.7753838300704956,49.8775520324707,99.00829315185547
0.7750683426856995,46.66667175292969,98.97135925292969,40,3299,,,
0.9103381633758545,33.333335876464844,98.95833587646484,40,3349,,,
,,,40,3361,0.7838910818099976,50.85714340209961,99.06217956542969
0.6722427010536194,64.70588684082031,99.34513092041016,41,3399,,,
,,,41,3443,0.7668935060501099,50.693878173828125,99.20487976074219
0.7598853707313538,53.333335876464844,99.54427337646484,42,3449,,,
0.7611121535301208,62.5,99.169921875,42,3499,,,
,,,42,3525,0.7986518740653992,49.8775520324707,99.17681884765625
0.7688363194465637,53.333335876464844,99.2578125,43,3549,,,
0.7056365609169006,73.33333587646484,99.07552337646484,43,3599,,,
,,,43,3607,0.7764189839363098,48.65306091308594,99.20902252197266
0.6571215391159058,58.82353210449219,99.0234375,44,3649,,,
,,,44,3689,0.7586678862571716,49.46938705444336,99.15098571777344
0.8197695016860962,53.333335876464844,99.08854675292969,45,3699,,,
0.8355696797370911,37.5,98.91357421875,45,3749,,,
,,,45,3771,0.7564374208450317,51.67346954345703,99.1973876953125
0.7262961268424988,66.66667175292969,99.49219512939453,46,3799,,,
0.6063152551651001,64.28572082519531,98.95368957519531,46,3849,,,
,,,46,3853,0.7895024418830872,49.06122589111328,99.2139663696289
0.7774681448936462,37.5,99.3896484375,47,3899,,,
,,,47,3935,0.7715179920196533,48.81632614135742,99.23373413085938
0.754531741142273,50.0,99.37744140625,48,3949,,,
0.7761470079421997,60.000003814697266,99.50521850585938,48,3999,,,
,,,48,4017,0.765248715877533,49.551021575927734,99.28157043457031
0.9266723394393921,20.000001907348633,98.95833587646484,49,4049,,,
0.8411962985992432,22.22222328186035,98.95832824707031,49,4099,,,
,,,49,4099,0.7701775431632996,47.42856979370117,99.26387023925781
0.6943178772926331,75.0,99.59716796875,50,4149,,,
,,,50,4181,0.7608472108840942,51.020408630371094,99.25254821777344
0.7670170068740845,50.0,99.42801666259766,51,4199,,,
0.7773482203483582,53.333335876464844,99.6484375,51,4249,,,
,,,51,4263,0.7674325108528137,49.46938705444336,99.2995834350586
0.7096083760261536,68.75,99.3896484375,52,4299,,,
,,,52,4345,0.7701948881149292,45.8775520324707,99.31584930419922
0.7977851629257202,46.66667175292969,99.08854675292969,53,4349,,,
0.6801108717918396,43.75,99.37744140625,53,4399,,,
